claim_number,age_of_driver,gender,marital_status,safety_rating,annual_income,high_education,address_change,property_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present,liab_prct,channel,police_report,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,total_claim,injury_claim,policy deductible,annual premium,days open,form defects,fraud reported
502371072,55,M,1,85,64136,0,0,Rent,15019,3/10/2024,Sunday,Parking Lot,0,1,9,Broker,1,4,Compact,30806.72804,silver,13864.58327,6823.926482,1000,1324.78,11.83648266,5,N
502474752,35,F,1,87,56896,1,0,Own,80022,3/1/2024,Friday,Highway,0,1,31,Broker,0,6,Medium,5113.508352,gray,40610.14845,3347.800231,500,1518.54,11.29329654,3,N
502599168,32,M,1,84,55446.4,0,1,Own,80023,1/20/2023,Friday,Local,1,0,80,Broker,1,6,Compact,18187.33842,blue,48899.17809,2040.654055,1000,1622.67,11.27370435,5,N
502619904,43,F,1,86,60195.2,1,0,Rent,50054,1/22/2024,Monday,Highway,0,0,75,Broker,1,7,Large,41828.1429,black,31596.63562,7911.612265,500,1082.36,10.29079182,0,N
502785792,37,M,1,54,57769.6,1,1,Own,20151,4/10/2023,Monday,Parking Lot,0,0,60,Broker,1,5,Medium,32183.65322,red,20266.39415,9151.1531,500,1354.2,7.703523365,6,N
502827264,41,M,0,45,59416,0,1,Rent,85030,1/20/2024,Saturday,Local,0,0,50,Broker,1,1,Large,14887.0572,red,10754.98937,4618.858224,500,1055.6,11.67250812,5,Y
502868736,39,F,1,65,58630.4,1,0,Rent,20146,12/1/2023,Friday,Highway,0,0,50,Broker,1,1,Medium,21689.62286,other,19280.92121,3601.883281,1000,999.43,11.04304183,5,Y
503013888,41,F,1,81,83204.8,0,1,Rent,50023,1/31/2023,Tuesday,Parking Lot,0,0,84,Broker,0,5,Large,13062.83428,red,18850.49277,9141.345785,1000,1726.91,11.0987811,5,N
503055360,41,M,0,91,83160,1,0,Own,15049,3/8/2023,Wednesday,Parking Lot,0,0,87,Broker,0,1,Large,33134.14115,silver,3152.699057,6281.138846,500,1232.57,8.949726008,5,N
503159040,53,F,0,86,88921.28,1,0,Own,20103,1/19/2023,Thursday,Local,1,0,72,Broker,1,4,Large,17783.06382,white,27312.13347,4193.162656,500,1078.65,9.804925949,5,N
503179776,37,F,1,88,80841.6,1,0,Own,15009,6/24/2023,Saturday,Local,0,0,63,Broker,1,7,Medium,21765.80022,blue,14143.41599,6847.133355,1000,1324.78,9.502862587,3,N
503324928,44,M,1,81,84757.12,0,0,Rent,80044,2/2/2023,Thursday,Parking Lot,0,0,16,Broker,1,4,Medium,16827.7802,black,8023.149197,1823.371968,2000,1239.06,11.28124189,7,N
503366400,58,F,1,83,90930.56,1,1,Own,80016,8/24/2023,Thursday,Parking Lot,2,0,51,Broker,0,3,Compact,28573.30662,gray,13945.57484,3727.986554,2000,1246.68,11.83280027,2,N
503428608,39,M,1,64,82060.16,1,0,Own,20111,11/23/2024,Saturday,Local,0,0,95,Broker,0,8,Medium,8615.313646,gray,21592.91192,3817.639319,500,1082.36,11.01023109,2,N
503511552,48,F,1,62,86739.52,1,1,Rent,85069,10/5/2023,Thursday,Local,1,1,3,Broker,1,7,Medium,33972.48965,other,32719.5778,8115.293841,2000,1155.97,11.55002324,5,N
503615232,62,M,1,74,66057.6,0,0,Own,85065,7/13/2024,Saturday,Local,0,0,40,Broker,1,6,Large,23635.95706,red,37521.20061,5248.231592,500,1518.54,9.722824263,1,N
503947008,59,F,1,85,65235.2,1,1,Own,20129,8/8/2023,Tuesday,Local,1,1,35,Broker,1,6,Medium,29747.69477,other,16752.68981,4799.642673,500,1055.6,8.645497504,2,Y
504092160,43,F,1,69,60180.8,1,0,Own,85036,9/21/2023,Thursday,Local,2,1,99,Broker,1,3,Medium,23539.9233,blue,16170.5652,3662.594799,2000,1155.97,9.408885344,2,N
504258048,35,M,1,76,56896,1,0,Own,85040,3/19/2024,Tuesday,Local,0,1,2,Broker,1,4,Large,26464.19331,red,38157.11192,5521.00617,500,1078.65,11.84498444,6,N
504320256,62,F,0,90,66048,1,0,Own,20109,12/23/2023,Saturday,Highway,4,0,1,Broker,1,3,Compact,9050.692442,silver,32393.96485,5515.565543,500,1518.54,9.545025976,4,N
504361728,47,M,1,79,61638.4,1,0,Own,80005,5/8/2024,Wednesday,Parking Lot,0,0,99,Broker,0,4,Large,7479.947972,gray,27477.25256,8683.694058,2000,1239.06,12.17709743,3,Y
504382464,35,M,1,66,56884.8,0,0,Own,50021,8/20/2023,Sunday,Highway,0,0,4,Broker,1,5,Large,23427.27761,silver,48678.11349,5415.839586,2000,1246.68,11.45250339,4,Y
504423936,53,M,1,91,63518.4,1,1,Rent,20140,8/1/2024,Thursday,Local,0,0,29,Broker,1,6,Compact,21028.40752,red,19807.46377,3385.990932,500,1082.36,9.679734375,5,N
504486144,45,M,1,83,60912,0,0,Own,50047,12/26/2023,Tuesday,Local,1,0,0,Broker,1,2,Medium,24312.8172,red,7278.960133,2637.891972,500,1354.2,10.0482411,4,Y
504506880,34,M,1,70,56433.6,0,0,Own,80102,5/31/2024,Friday,Highway,2,0,96,Broker,1,6,Compact,32126.94879,white,25513.75797,5135.10576,500,1055.6,10.22236384,3,Y
504714240,49,M,1,74,62265.6,1,1,Own,80047,9/29/2024,Sunday,Parking Lot,0,0,10,Broker,1,7,Medium,32481.22902,black,26486.54265,5395.362838,1000,1726.91,12.3357622,6,Y
504838656,54,M,0,86,63806.4,1,1,Own,15022,8/14/2023,Monday,Highway,2,*,93,Broker,1,3,Large,58338.70307,white,20379.33955,7859.09985,500,1232.57,11.02375699,5,Y
504859392,40,F,0,62,59016,1,1,Rent,20101,11/22/2024,Friday,Parking Lot,2,0,50,Broker,1,4,Medium,18699.86938,red,10406.25054,1228.318052,500,1078.65,9.914740407,4,Y
504942336,47,F,1,90,61582.4,0,1,Own,20116,10/12/2023,Thursday,Local,0,0,98,Broker,1,5,Large,39112.78395,gray,23372.23956,3923.825598,500,1518.54,9.209452025,3,N
505004544,60,F,1,93,65513.6,1,0,Own,85019,11/11/2024,Monday,Parking Lot,0,0,50,Broker,0,5,Medium,32145.51301,blue,15013.09458,6388.333661,2000,1239.06,9.821711595,3,Y
505046016,41,M,0,39,59385.6,0,0,Own,85015,5/26/2024,Sunday,Local,1,0,100,Broker,1,6,Compact,23408.38666,red,18678.32886,3989.533311,1000,1622.67,9.401365651,7,N
505128960,57,M,1,52,64683.2,1,0,Own,20152,2/14/2023,Tuesday,Local,0,0,99,Broker,0,5,Compact,8483.048672,other,23399.03515,7870.467956,500,1082.36,11.57793808,3,Y
505253376,49,F,1,84,87180.8,1,0,Rent,15022,5/27/2023,Saturday,Parking Lot,0,1,19,Broker,1,3,Compact,33252.15812,black,21725.28366,4364.255574,1000,999.43,8.850126784,4,N
505294848,57,M,0,99,90567.68,1,0,Rent,15009,9/14/2024,Saturday,Local,0,1,17,Broker,0,7,Large,16807.10961,red,3386.279669,2061.86801,2000,1155.97,11.03731328,6,N
505336320,42,F,1,66,83733.44,0,1,Own,85018,1/21/2024,Sunday,Local,0,0,62,Broker,0,6,Compact,30628.16687,silver,33032.51781,3450.912503,1000,1726.91,9.477743517,2,N
505605888,49,M,0,78,62243.2,1,0,Own,85037,5/24/2024,Friday,Parking Lot,0,1,48,Broker,0,8,Medium,10345.55197,red,17406.24446,3022.650327,2000,1246.68,9.526261962,2,N
505709568,68,F,1,95,67523.2,1,1,Rent,15018,7/25/2024,Thursday,Local,2,0,73,Broker,1,3,Compact,12194.15927,red,14220.95586,5194.544705,500,1082.36,7.746050761,2,Y
505875456,34,F,1,79,78989.12,0,1,Rent,80003,8/28/2024,Wednesday,Highway,0,0,23,Broker,1,4,Compact,14495.77244,other,18096.67714,3894.180526,500,1055.6,7.872905444,2,N
505937664,79,M,1,70,97872.32,1,1,Own,20148,3/28/2023,Tuesday,Parking Lot,1,1,6,Broker,1,7,Medium,10398.11341,black,30733.16122,2957.146067,1000,999.43,9.36030841,4,N
506414592,68,M,1,91,94492.16,1,0,Own,15018,1/7/2023,Saturday,Local,0,0,4,Broker,1,6,Large,40097.0812,silver,7465.930592,1990.277857,1000,1324.78,9.482473953,4,N
506476800,42,F,0,57,79776,1,1,Own,80041,7/29/2023,Saturday,Parking Lot,0,0,34,Broker,1,5,Medium,20531.4287,other,17934.58109,3288.790502,2000,1246.68,7.7069973,2,N
506497536,46,M,1,65,61284.8,1,1,Rent,85008,5/10/2023,Wednesday,Parking Lot,0,0,28,Broker,0,8,Compact,13538.08088,red,15284.39939,6226.330943,1000,1622.67,8.302132014,4,N
506704896,44,F,1,59,60571.2,1,1,Own,50023,9/10/2023,Sunday,Highway,5,0,78,Broker,1,4,Compact,14280.14191,silver,15437.92906,7797.530384,1000,999.43,11.87787829,5,Y
506850048,46,M,1,87,31214.4,1,1,Rent,15001,1/24/2024,Wednesday,Local,0,0,38,Broker,1,9,Large,39890.48213,other,12215.28549,5540.932076,1000,1726.91,8.448541009,4,N
506912256,61,M,1,53,35744,1,0,Own,20134,2/20/2024,Tuesday,Parking Lot,0,0,77,Broker,0,7,Large,16915.47285,white,13353.69256,6415.417989,500,1078.65,9.853784666,6,N
506995200,38,M,1,68,38204.8,0,1,Rent,85074,5/31/2023,Wednesday,Highway,1,0,16,Broker,1,3,Medium,29108.02466,gray,36816.51505,8778.241298,1000,1324.78,11.23240085,4,N
507098880,46,F,0,59,31248,1,0,Own,15012,11/30/2024,Saturday,Local,2,0,1,Broker,0,3,Compact,35691.47987,blue,18343.16504,4819.601202,500,1518.54,11.09857533,2,N
507223296,45,M,1,74,30883.2,1,1,Rent,50025,5/21/2023,Sunday,Local,0,0,49,Broker,0,9,Medium,10242.91234,gray,27262.11521,3063.563993,2000,1246.68,7.754502581,2,N
507244032,45,F,1,79,30881.6,1,0,Rent,80041,5/10/2023,Wednesday,Local,1,0,3,Broker,0,2,Compact,17254.26755,blue,35351.9624,4485.213818,1000,1622.67,11.18508214,5,N
507389184,25,M,1,84,31478.4,1,0,Own,20144,3/13/2024,Wednesday,Highway,1,0,4,Broker,0,5,Compact,26988.74711,black,10682.72432,6589.61845,500,1082.36,10.06115831,2,N
507617280,39,F,1,89,38603.2,1,1,Rent,85007,8/24/2024,Saturday,Parking Lot,1,0,95,Broker,1,10,Large,19476.37143,red,24058.27886,3736.184876,2000,1155.97,8.759802552,5,N
507638016,58,M,1,56,34952,1,1,Rent,15049,6/11/2024,Tuesday,Highway,0,0,48,Broker,1,6,Compact,41503.3039,black,13692.27739,5674.849981,1000,1726.91,10.58490327,1,N
507700224,67,M,0,74,37270.4,1,1,Own,80003,8/19/2024,Monday,Highway,0,0,79,Broker,1,7,Large,16875.96403,other,12509.58621,4625.086754,500,1232.57,9.185407771,3,N
507720960,52,M,1,80,33228.8,1,1,Rent,20134,11/11/2024,Monday,Parking Lot,1,0,12,Broker,1,8,Compact,19990.79044,white,15848.39229,4669.760347,500,1078.65,9.745629416,4,Y
507803904,48,M,1,84,61968,1,0,Own,80030,11/7/2023,Tuesday,Local,2,1,96,Broker,1,2,Medium,16998.58502,blue,31470.1857,2932.465986,1000,1324.78,12.10537313,3,Y
507824640,36,M,0,86,57329.6,0,0,Own,20152,7/5/2024,Friday,Local,0,0,70,Broker,1,1,Large,31833.52707,red,16590.54668,3750.782075,500,1518.54,7.271431456,4,Y
507845376,55,F,1,86,64132.8,1,1,Own,20110,3/26/2024,Tuesday,Local,1,0,78,Broker,1,5,Medium,16167.61029,red,12277.88743,4216.881143,2000,1239.06,10.82519852,5,N
507928320,28,M,1,55,48334.4,1,1,Rent,15049,8/4/2024,Sunday,Local,0,0,92,Broker,1,3,Large,21038.17982,white,29910.59428,8811.410545,1000,1622.67,12.70339586,4,N
508032000,56,M,1,76,44414.4,1,1,Own,20151,1/24/2023,Tuesday,Local,2,0,2,Broker,1,7,Medium,26328.11004,black,16360.87673,3443.426699,500,1354.2,9.196046183,6,N
508052736,52,M,0,77,43230.4,1,1,Rent,50035,6/8/2024,Saturday,Local,0,1,13,Broker,1,5,Large,19839.69894,red,33353.97845,6130.91012,500,1055.6,8.911871797,3,N
508135680,45,F,1,59,40924.8,0,1,Own,80014,8/25/2023,Friday,Highway,0,0,35,Broker,0,5,Compact,24321.10813,gray,10971.07501,5763.374176,1000,999.43,9.741118882,4,N
508260096,56,F,0,68,44401.6,1,1,Own,20111,2/25/2023,Saturday,Highway,0,0,93,Broker,1,2,Medium,12883.33885,other,18270.99877,4124.888,500,1232.57,8.79012292,6,N
508425984,78,M,0,73,69675.2,1,1,Own,20121,1/18/2024,Thursday,Local,0,1,83,Broker,1,8,Medium,45154.07571,white,19486.8853,7975.987054,2000,1239.06,10.83107821,7,N
508508928,75,F,1,90,69076.8,1,1,Own,15054,6/9/2023,Friday,Local,0,0,26,Broker,0,2,Medium,11370.02396,gray,5160.891972,4088.784816,2000,1246.68,9.83133807,4,N
508550400,64,M,1,42,66542.4,1,1,Own,50047,1/10/2023,Tuesday,Local,0,0,62,Broker,1,2,Large,24817.24609,red,21260.75411,7278.148639,1000,1622.67,10.87856996,3,N
508571136,33,M,1,90,44766.72,1,1,Own,15034,4/12/2023,Wednesday,Local,2,0,36,Broker,1,1,Compact,25341.84381,red,53628.92225,7537.279529,500,1082.36,11.00863897,4,N
508985856,60,F,1,87,65520,0,1,Rent,80033,11/27/2024,Wednesday,Local,0,0,98,Broker,1,2,Compact,26131.2855,red,17495.4808,3617.580783,2000,1155.97,10.25732558,3,Y
509048064,38,F,1,76,58198.4,0,1,Rent,15035,8/27/2023,Sunday,Parking Lot,0,0,84,Broker,1,2,Medium,44951.37005,silver,23506.64283,3461.581896,1000,1726.91,8.603273468,6,Y
509172480,34,F,1,58,56427.2,0,0,Own,80022,11/30/2024,Saturday,Parking Lot,0,0,73,Broker,1,2,Compact,28590.28326,white,7343.995712,3649.159025,500,1078.65,8.905533785,5,N
509193216,63,F,1,92,66291.2,1,1,Own,20164,2/25/2023,Saturday,Parking Lot,0,0,99,Broker,0,2,Compact,17089.77101,red,9798.914797,5169.180584,1000,1324.78,12.13652948,1,Y
509255424,31,F,1,62,54977.6,1,1,Rent,20152,9/6/2024,Friday,Parking Lot,0,0,17,Broker,0,5,Medium,21066.40239,white,19252.86628,6336.859992,500,1518.54,10.36717126,6,N
509317632,39,F,1,91,58648,1,0,Own,20110,2/13/2024,Tuesday,Local,0,0,50,Broker,0,5,Medium,11254.53598,gray,30541.52576,5233.401753,2000,1246.68,9.221689757,8,Y
509338368,41,M,1,94,47569.92,0,1,Own,85005,8/17/2023,Thursday,Highway,3,1,39,Broker,1,7,Large,8364.568885,gray,19474.20928,3747.655406,1000,1622.67,11.83305134,5,N
509400576,55,M,0,76,51287.04,0,1,Own,85021,9/1/2023,Friday,Local,0,0,33,Broker,1,6,Medium,20771.73939,white,37713.26849,4172.150927,500,1354.2,11.82751313,1,N
509421312,30,F,0,39,43540.48,1,0,Rent,85006,9/18/2023,Monday,Highway,0,0,16,Broker,1,5,Large,25835.16326,silver,20661.35797,3898.845207,500,1055.6,8.550924231,5,N
509462784,75,M,1,76,69083.2,1,1,Rent,15021,5/23/2023,Tuesday,Highway,0,0,89,Broker,1,4,Large,32647.51054,gray,12977.90432,8876.906255,1000,999.43,12.63248965,3,Y
509504256,40,F,1,82,47207.68,1,1,Rent,50049,5/22/2024,Wednesday,Local,0,0,8,Broker,0,3,Compact,60118.87245,other,23260.13872,6574.94615,2000,1155.97,10.03534049,7,N
509607936,44,M,0,59,48451.84,1,0,Rent,50025,1/26/2024,Friday,Local,0,1,17,Broker,1,4,Large,19409.51334,silver,9263.394861,2954.841634,500,1232.57,10.34481104,6,N
509628672,61,M,0,91,52625.92,1,1,Own,15007,1/3/2023,Tuesday,Parking Lot,0,0,80,Broker,1,3,Large,10270.86985,blue,38467.34238,4399.353185,500,1078.65,12.05930308,3,N
509711616,37,F,1,79,57758.4,1,0,Rent,50009,10/3/2024,Thursday,Highway,0,1,32,Broker,1,3,Large,17922.5565,gray,13584.70668,6989.051449,2000,1246.68,12.32850147,8,N
509836032,33,M,0,41,55955.2,1,1,Own,85015,7/19/2023,Wednesday,Local,0,0,27,Broker,0,3,Compact,19343.68538,gray,26340.33121,6411.31847,500,1055.6,11.33776706,6,N
509856768,46,F,1,79,61251.2,1,0,Own,50037,3/17/2024,Sunday,Local,3,0,50,Broker,1,6,Large,8988.399764,silver,11716.48511,7611.080575,1000,999.43,8.247499382,6,Y
509877504,59,M,1,29,65224,0,1,Own,85055,4/12/2023,Wednesday,Local,0,0,50,Broker,0,4,Medium,14077.82439,gray,14078.59144,2671.270244,2000,1155.97,9.408333992,0,N
510188544,48,M,1,82,61940.8,1,0,Rent,80042,8/12/2023,Saturday,Parking Lot,0,0,99,Broker,1,4,Medium,19956.47739,red,26184.39291,2443.523079,1000,1726.91,10.23456913,3,N
510292224,32,F,1,91,55467.2,0,1,Own,50043,7/23/2024,Tuesday,Parking Lot,0,1,37,Broker,0,6,Large,22210.35065,silver,23057.19775,7180.864869,1000,1324.78,11.12440847,4,N
510499584,50,M,0,71,62598.4,1,1,Rent,20135,1/19/2023,Thursday,Local,0,1,93,Broker,1,4,Large,28347.97351,white,28619.21997,3152.674866,2000,1246.68,9.737063621,4,Y
510603264,47,F,1,70,49282.56,1,1,Rent,20151,8/2/2024,Friday,Local,0,0,45,Broker,0,5,Medium,15058.20188,other,45034.00412,2043.972488,1000,1622.67,10.36447986,7,N
510727680,33,M,1,76,44747.52,1,1,Rent,80019,2/4/2024,Sunday,Local,0,0,5,Broker,0,1,Large,22884.70596,blue,26266.10211,3606.324807,500,1082.36,8.939961581,7,N
510810624,61,F,1,94,52632.32,1,1,Rent,15003,5/21/2023,Sunday,Highway,0,0,1,Broker,1,3,Compact,33675.43115,red,12801.40237,3167.204763,500,1055.6,7.726640969,5,N
510914304,48,M,0,69,49552.64,0,0,Rent,50022,9/3/2023,Sunday,Highway,1,0,100,Broker,1,3,Medium,37795.05036,gray,6368.921226,2910.778133,1000,999.43,9.058887203,2,N
510935040,45,F,1,77,60912,1,0,Own,20148,11/28/2023,Tuesday,Local,0,0,54,Broker,1,8,Large,15786.92282,red,34954.10151,7444.794317,2000,1155.97,8.986423252,1,Y
510976512,41,M,1,82,59380.8,1,1,Own,15019,7/17/2024,Wednesday,Local,1,0,99,Broker,0,7,Compact,6849.271331,gray,72831.55582,6607.781557,500,1232.57,8.726642722,4,N
511204608,70,F,1,93,67984,1,1,Rent,20151,3/22/2023,Wednesday,Parking Lot,0,0,97,Broker,1,3,Large,22035.56481,red,61428.27123,2244.486041,1000,1324.78,10.61270722,2,N
511287552,55,M,1,73,64124.8,1,1,Own,50008,12/7/2023,Thursday,Local,0,0,57,Broker,0,8,Compact,26498.19355,gray,12888.18548,4635.845147,500,1518.54,10.30157825,2,N
511370496,48,M,1,92,61904,0,0,Own,80003,9/21/2023,Thursday,Parking Lot,0,0,80,Broker,0,5,Medium,30842.6382,black,9343.079768,6787.464898,2000,1239.06,12.62720185,2,Y
511536384,58,F,0,69,64966.4,1,1,Rent,80016,8/10/2024,Saturday,Highway,1,1,8,Broker,1,4,Compact,18868.7071,red,19158.72001,5137.842273,1000,1622.67,11.37640259,3,Y
511598592,41,F,1,76,59432,1,1,Rent,85067,6/6/2024,Thursday,Local,3,0,0,Broker,1,1,Medium,30919.83166,red,21010.54369,3523.368203,500,1354.2,9.558839182,2,N
511743744,31,F,1,76,54931.2,0,1,Own,50031,12/11/2023,Monday,Local,4,0,63,Broker,1,2,Medium,15201.45842,gray,13078.48611,5855.324523,500,1055.6,9.903651449,12,N
511764480,38,M,1,63,58188.8,0,0,Own,80001,1/28/2024,Sunday,Local,1,0,43,Broker,1,4,Compact,13519.18413,blue,50276.78152,5493.096116,1000,999.43,9.530679537,2,N
511805952,49,F,0,74,62273.6,1,1,Own,85001,11/29/2024,Friday,Local,1,0,38,Broker,1,5,Medium,17254.98198,white,16878.49304,4741.420227,2000,1155.97,11.68788639,3,N
511951104,49,F,1,74,62233.6,1,1,Rent,20124,3/13/2024,Wednesday,Local,0,0,81,Broker,1,4,Medium,30014.27574,gray,21319.82914,1243.291964,500,1078.65,8.664214317,2,N
511992576,37,M,0,79,57764.8,1,1,Rent,20160,8/22/2023,Tuesday,Local,0,0,39,Broker,1,4,Medium,20969.98898,black,32688.93077,7831.152053,1000,1324.78,11.34365588,5,N
512054784,31,M,1,16,54940.8,0,1,Own,20120,11/5/2023,Sunday,Parking Lot,0,0,88,Broker,0,6,Medium,31774.33536,other,31036.45728,4482.373027,500,1518.54,8.928493459,0,N
512179200,47,M,1,76,61576,1,0,Own,85024,4/24/2023,Monday,Parking Lot,0,1,96,Broker,1,5,Compact,13373.34305,blue,17925.43898,5208.553731,2000,1246.68,9.687687877,1,Y
512199936,37,F,1,58,57769.6,1,1,Own,50014,12/18/2023,Monday,Local,0,0,12,Broker,1,4,Large,44982.42655,white,33441.82969,5403.044125,1000,1622.67,10.31347298,2,N
512241408,45,M,0,75,60915.2,1,1,Own,80027,12/2/2024,Monday,Highway,0,0,97,Broker,0,4,Large,38966.32052,red,26863.76469,6077.782951,500,1082.36,10.0707961,4,Y
512324352,33,M,1,56,55953.6,1,1,Rent,85082,8/17/2023,Thursday,Parking Lot,0,0,50,Broker,0,2,Large,8635.014272,black,34657.45689,4926.237312,500,1055.6,10.27718906,4,N
512365824,38,M,1,78,58206.4,1,1,Rent,15003,12/26/2023,Tuesday,Local,0,0,49,Broker,0,9,Large,19000.88596,black,38784.94924,1406.179039,2000,1155.97,8.753348098,4,N
512386560,34,F,1,69,56470.4,1,1,Own,50043,10/31/2024,Thursday,Parking Lot,0,0,21,Broker,0,2,Medium,20997.86672,white,28922.76997,5791.103581,1000,1726.91,8.909287624,2,N
512469504,34,M,1,49,56401.6,1,1,Rent,85018,10/18/2024,Friday,Highway,0,0,100,Broker,0,5,Large,21021.96796,other,23659.13116,4741.334786,500,1232.57,9.735837638,2,Y
512490240,42,M,1,43,79776,1,1,Own,20109,7/4/2023,Tuesday,Local,0,0,18,Broker,1,5,Large,9444.459297,red,13258.49263,4606.66432,500,1078.65,8.36329371,3,N
512552448,43,M,1,80,48147.2,0,1,Rent,20148,1/17/2023,Tuesday,Highway,0,0,83,Broker,0,3,Large,20220.75654,other,12204.56459,1784.234003,500,1518.54,11.14323668,9,N
512573184,33,M,1,77,44768,1,0,Own,20159,3/17/2023,Friday,Local,0,0,71,Broker,1,5,Compact,20160.09866,black,9946.807808,2301.956293,2000,1239.06,11.07797662,1,N
512676864,44,F,0,64,48465.92,0,1,Own,50001,6/10/2024,Monday,Parking Lot,0,0,61,Broker,1,6,Medium,50284.79761,silver,30117.41863,2462.915827,500,1082.36,10.77290464,5,N
512759808,45,F,1,69,48732.16,1,0,Own,50039,5/6/2024,Monday,Local,0,1,68,Broker,1,5,Large,19362.09603,white,6125.321691,13124.95031,500,1354.2,9.376332343,7,N
513091584,61,M,1,63,65790.4,1,0,Rent,15056,10/23/2024,Wednesday,Parking Lot,0,0,96,Broker,1,5,Compact,9379.391726,other,14497.4575,3087.149618,500,1078.65,10.45193191,7,Y
513133056,43,M,1,77,60180.8,1,1,Rent,15033,6/21/2024,Friday,Highway,3,0,63,Broker,1,4,Compact,8988.007744,other,37326.18562,7608.039571,1000,1324.78,10.69783817,4,N
513257472,41,F,0,77,47526.4,1,1,Own,20139,9/30/2023,Saturday,Highway,0,0,83,Broker,1,2,Large,15495.43327,silver,16849.72226,7028.92233,2000,1239.06,10.67433365,0,Y
513361152,37,M,1,73,57788.8,0,1,Own,15012,7/12/2024,Friday,Local,1,0,7,Broker,0,11,Large,22040.33074,white,37422.47535,4836.074511,2000,1246.68,7.032295737,2,Y
513381888,62,M,1,85,65992,0,0,Own,85012,1/9/2024,Tuesday,Local,0,0,89,Broker,1,2,Medium,34948.59506,black,37760.23048,4032.115852,1000,1622.67,10.10464904,6,N
513485568,46,F,1,87,61248,1,1,Own,85044,2/28/2024,Wednesday,Local,0,0,22,Broker,1,6,Large,18017.03678,white,17274.24155,7009.597739,500,1354.2,10.02071643,7,Y
513547776,55,M,1,80,64083.2,1,1,Own,15022,6/21/2023,Wednesday,Parking Lot,0,1,50,Broker,1,5,Medium,29927.13253,red,6986.767464,6018.465965,500,1055.6,7.066781868,2,N
513609984,32,F,1,79,55448,0,1,Own,15037,6/30/2023,Friday,Local,2,1,59,Broker,1,6,Compact,29851.57699,gray,19945.67627,2777.132689,1000,999.43,9.467848699,3,N
513651456,37,M,1,86,57755.2,1,1,Own,80020,5/18/2024,Saturday,Parking Lot,0,0,52,Broker,1,6,Large,24501.4095,blue,15456.2884,3708.750927,1000,1726.91,12.85736426,4,N
513672192,60,F,1,85,65497.6,0,0,Own,80022,12/14/2024,Saturday,Parking Lot,0,1,81,Broker,0,5,Medium,24488.05867,white,31760.76464,5298.524254,500,1232.57,7.736195512,3,N
513734400,39,F,1,80,58588.8,1,1,Own,15035,9/26/2024,Thursday,Parking Lot,0,0,67,Broker,1,7,Compact,30059.72052,black,33800.75341,4482.01781,500,1078.65,10.91600144,2,Y
513900288,36,M,1,84,57321.6,1,0,Own,80020,4/27/2024,Saturday,Local,0,0,20,Broker,0,5,Medium,37372.75858,red,34716.70916,3460.22394,500,1518.54,10.78461956,4,Y
513921024,39,M,1,79,58611.2,1,1,Own,15046,3/14/2023,Tuesday,Local,0,0,9,Broker,0,4,Large,45089.75051,red,15466.92044,3104.531274,2000,1239.06,10.38667989,3,Y
513941760,33,M,1,81,55950.4,1,0,Own,85066,12/26/2023,Tuesday,Local,0,0,50,Broker,1,5,Compact,19917.05362,blue,9514.336625,3323.004427,2000,1246.68,10.6616094,1,N
513962496,38,M,1,75,58201.6,1,1,Own,20116,2/21/2023,Tuesday,Parking Lot,0,0,0,Broker,1,3,Large,69573.49296,silver,17762.32587,7435.245714,1000,1622.67,8.180682144,1,Y
514003968,53,M,0,86,50800.64,1,1,Rent,20131,3/21/2023,Tuesday,Local,0,1,51,Broker,0,3,Large,27660.29166,silver,8000.741737,5130.223197,500,1082.36,11.84813133,4,N
514232064,50,M,1,75,50090.24,1,1,Own,20163,3/5/2024,Tuesday,Highway,0,1,2,Broker,0,8,Medium,21754.32297,silver,5302.571232,4903.319673,500,1232.57,10.60143845,2,N
514335744,75,F,1,61,69099.2,1,0,Rent,15035,9/17/2024,Tuesday,Parking Lot,0,0,25,Broker,1,3,Large,5470.789904,other,42521.98313,6654.15187,1000,1324.78,9.585402899,4,N
514377216,38,M,1,84,58212.8,1,0,Rent,15006,10/29/2023,Sunday,Local,0,1,50,Broker,1,6,Compact,21422.37252,gray,40694.11185,4598.077796,2000,1239.06,9.102519378,7,N
514439424,57,M,1,65,64681.6,1,1,Rent,20112,5/7/2024,Tuesday,Local,0,0,59,Broker,0,4,Compact,20599.5615,blue,17762.80366,5412.060608,1000,1622.67,9.834796456,3,N
514584576,31,F,1,69,54980.8,1,0,Own,85076,12/3/2024,Tuesday,Local,1,0,27,Broker,1,2,Medium,47466.92791,gray,17781.0186,7416.504722,500,1055.6,9.652056059,7,N
514605312,63,F,0,64,66289.6,1,1,Rent,85040,7/27/2024,Saturday,Local,0,0,16,Broker,0,6,Medium,23804.29769,white,25348.21642,4875.948355,1000,999.43,9.975501959,5,N
514626048,37,F,1,77,57787.2,0,1,Rent,15010,1/12/2024,Friday,Local,0,0,87,Broker,0,11,Large,26646.59849,black,34562.94701,9668.253019,2000,1155.97,9.889178076,3,N
514646784,41,M,1,72,59427.2,1,0,Own,85070,6/6/2024,Thursday,Local,0,0,74,Broker,1,7,Large,28814.7733,silver,9955.145366,5619.084045,1000,1726.91,9.566017656,3,N
